Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,Diverted
2002,11,9,6,934.0,937,1009.0,1007,MQ,4170,N612MQ,95.0,90,71.0,2.0,-3.0,PIT,ORD,412,6,18,0,0
2002,9,23,1,1550.0,1550,1700.0,1700,WN,147,N382,70.0,70,59.0,0.0,0.0,OAK,ONT,361,2,9,0,0
2002,10,23,3,1212.0,1213,1245.0,1259,NW,1135,N299US,33.0,46,14.0,-14.0,-1.0,DTW,FNT,56,2,17,0,0
2002,7,9,2,845.0,845,916.0,930,WN,1651,N780,151.0,165,138.0,-14.0,0.0,SAT,LAS,1069,5,8,0,0
2002,7,10,3,805.0,750,1022.0,1025,WN,415,N753,257.0,275,243.0,-3.0,15.0,MDW,OAK,1844,4,10,0,0
2002,5,6,1,654.0,700,755.0,802,US,6832,N110UW,61.0,62,36.0,-7.0,-6.0,LGA,BOS,185,4,21,0,0
2002,8,22,4,1700.0,1700,1942.0,1952,AA,773,N573AA,222.0,232,178.0,-10.0,0.0,LGA,DFW,1389,21,23,0,0
2002,1,19,6,1545.0,1550,1756.0,1755,AA,1067,N2BâA1,131.0,125,95.0,1.0,-5.0,DSM,DFW,624,25,11,0,0
2002,8,26,1,1607.0,1611,1908.0,1925,AS,59,N783AS,121.0,134,109.0,-17.0,-4.0,SIT,SEA,862,7,5,0,0
2002,2,28,4,1158.0,1200,1451.0,1502,AA,3,N313A1,353.0,362,331.0,-11.0,-2.0,JFK,LAX,2475,6,16,0,0
2002,11,17,7,1222.0,1225,2048.0,2045,AA,16,N373AA,326.0,320,287.0,3.0,-3.0,SFO,JFK,2586,23,16,0,0
2002,10,4,5,720.0,720,907.0,915,WN,1219,N625,107.0,115,90.0,-8.0,0.0,ORF,MCO,655,3,14,0,0
2002,2,8,5,939.0,940,1749.0,1800,CO,64,N14102,310.0,320,280.0,-11.0,-1.0,LAX,EWR,2454,9,21,0,0
2002,7,24,3,1527.0,1528,1713.0,1728,MQ,4353,N635MQ,46.0,60,33.0,-15.0,-1.0,ORD,TOL,214,2,11,0,0
2002,9,23,1,1818.0,1820,1822.0,1834,UA,473,N542UA,64.0,74,44.0,-12.0,-2.0,DTW,ORD,235,8,12,0,0
2002,12,28,6,1825.0,1825,2045.0,2100,UA,1090,N373UA,80.0,95,68.0,-15.0,0.0,DEN,MCI,533,2,10,0,0
2002,3,31,7,1031.0,1025,1141.0,1140,WN,2060,N716,70.0,75,58.0,1.0,6.0,LAX,SMF,373,5,7,0,0
2002,12,29,7,1949.0,1921,2143.0,2122,AS,396,N709AS,114.0,121,98.0,21.0,28.0,SEA,OAK,671,5,11,0,0
2002,10,13,7,931.0,930,1049.0,1055,DL,1210,N989DL,78.0,85,59.0,-6.0,1.0,ATL,DAY,432,6,13,0,0
2002,7,6,6,1206.0,1206,1322.0,1327,CO,1487,N73406,136.0,141,111.0,-5.0,0.0,MCO,IAH,853,15,10,0,0
2002,6,27,4,1916.0,1858,2225.0,2204,CO,1506,N37274,129.0,126,101.0,21.0,18.0,IAH,TPA,787,3,25,0,0
2002,11,18,1,724.0,725,921.0,914,US,1953,N519AU,117.0,109,91.0,7.0,-1.0,EWR,CLT,529,5,21,0,0
2002,5,9,4,1455.0,1455,2027.0,2055,WN,1957,N756,212.0,240,196.0,-28.0,0.0,SLC,BWI,1864,3,13,0,0
2002,12,17,2,1426.0,1350,1537.0,1510,WN,764,N655,71.0,80,60.0,27.0,36.0,MHT,BWI,377,1,10,0,0
2002,11,7,4,2210.0,2215,2337.0,2354,US,1132,N424US,87.0,99,66.0,-17.0,-5.0,CLT,MCO,468,4,17,0,0
2002,11,7,4,1631.0,1545,1757.0,1703,UA,167,N525UA,86.0,78,48.0,54.0,46.0,SFO,LAX,337,10,28,0,0
2002,7,22,1,932.0,935,1325.0,1328,CO,1058,N17730,173.0,173,154.0,-3.0,-3.0,IAH,DCA,1208,3,16,0,0
2002,4,18,4,1145.0,1145,1454.0,1425,DL,609,N915DE,189.0,160,139.0,29.0,0.0,LGA,PBI,1035,5,45,0,0
2002,11,28,4,1059.0,1100,1158.0,1201,US,2668,N110UW,59.0,61,38.0,-3.0,-1.0,DCA,LGA,214,4,17,0,0
2002,5,16,4,1450.0,1450,1632.0,1639,HP,239,N657AW,102.0,109,86.0,-7.0,0.0,SJC,PHX,621,6,10,0,0
2002,3,26,2,736.0,715,1203.0,1153,AA,2009,N5CJAA,207.0,218,188.0,10.0,21.0,PHL,SJU,1576,3,16,0,0
2002,3,16,6,940.0,940,1221.0,1215,UA,1729,N553UA,161.0,155,133.0,6.0,0.0,IAD,MIA,921,7,21,0,0
2002,12,19,4,853.0,900,1013.0,1041,AA,313,N573AA,140.0,161,119.0,-28.0,-7.0,LGA,ORD,733,7,14,0,0
2002,11,11,1,643.0,650,822.0,833,NW,274,N318NB,99.0,103,78.0,-11.0,-7.0,DTW,BOS,632,6,15,0,0
2002,8,28,3,1906.0,1909,2249.0,2240,NW,114,N353NW,163.0,151,124.0,9.0,-3.0,MSP,PHL,980,7,32,0,0
2002,8,14,3,1257.0,1300,1556.0,1603,NW,888,N675MC,119.0,123,90.0,-7.0,-3.0,MEM,DTW,610,10,19,0,0
2002,2,13,3,655.0,700,934.0,931,UA,1498,N350ä1,99.0,91,78.0,3.0,-5.0,ORD,SYR,607,4,17,0,0
2002,10,13,7,1258.0,1300,1517.0,1513,AA,1373,N414AA,199.0,193,182.0,4.0,-2.0,ORF,DFW,1213,7,10,0,0
2002,8,31,6,2359.0,2356,100.0,103,HP,116,N624AW,61.0,67,43.0,-3.0,3.0,LAS,LAX,236,4,14,0,0
2002,9,3,2,2055.0,2056,2157.0,2153,AA,1483,N426AA,62.0,57,32.0,4.0,-1.0,DFW,AUS,190,6,24,0,0
2002,5,26,7,1219.0,1230,1749.0,1802,NW,28,N370NW,210.0,212,192.0,-13.0,-11.0,SFO,MSP,1589,5,13,0,0
2002,1,22,2,654.0,700,701.0,717,UA,1727,N316ä1,67.0,77,54.0,-16.0,-6.0,CMH,ORD,296,3,10,0,0
2002,9,27,5,1157.0,1159,1850.0,1855,HP,576,N831AW,233.0,236,228.0,-5.0,-2.0,PHX,TPA,1788,3,2,0,0
2002,4,5,5,1914.0,1905,2032.0,2033,DL,1555,N998DL,78.0,88,60.0,-1.0,9.0,CVG,ORF,485,3,15,0,0
2002,4,20,6,1551.0,1550,1714.0,1702,DL,1628,N2310,203.0,192,175.0,12.0,1.0,DFW,ONT,1189,4,24,0,0
2002,7,3,3,1345.0,1345,1447.0,1440,US,486,N426US,62.0,55,41.0,7.0,0.0,CHS,CLT,168,6,15,0,0
2002,8,19,1,1416.0,1415,1612.0,1608,DL,408,N8875Z,116.0,113,94.0,4.0,1.0,ATL,BUF,712,7,15,0,0
2002,9,14,6,1344.0,1340,1612.0,1609,AA,1616,N5CTAA,148.0,149,126.0,3.0,4.0,MCO,JFK,944,10,12,0,0
2002,6,16,7,956.0,1000,1053.0,1110,US,6857,N105UW,57.0,70,41.0,-17.0,-4.0,LGA,DCA,214,4,12,0,0
2002,11,6,3,1901.0,1905,2213.0,2213,UA,568,N453UA,132.0,128,103.0,0.0,-4.0,ORD,BTV,763,5,24,0,0
2002,5,24,5,1438.0,1443,1539.0,1552,HP,257,N830AW,61.0,69,44.0,-13.0,-5.0,PHX,LAS,256,4,13,0,0
2002,4,2,2,1335.0,1340,1432.0,1425,US,774,N393US,57.0,45,22.0,7.0,-5.0,CLT,GSO,83,3,32,0,0
2002,6,15,6,1700.0,1650,1935.0,1935,WN,2517,N630,95.0,105,82.0,0.0,10.0,ELP,HOU,677,3,10,0,0
2002,11,13,3,1616.0,1625,1901.0,1908,DL,2081,N919DE,165.0,163,140.0,-7.0,-9.0,MHT,ATL,952,9,16,0,0
2002,8,8,4,1735.0,1740,1845.0,1842,AA,2670,N4TCAA,70.0,62,42.0,3.0,-5.0,DSM,STL,260,10,18,0,0
2002,11,1,5,1530.0,1530,1628.0,1636,CO,858,N23661,58.0,66,41.0,-8.0,0.0,EWR,BOS,200,4,13,0,0
2002,2,10,7,2036.0,2035,2207.0,2216,CO,1807,N13113,211.0,221,168.0,-9.0,1.0,IAH,LAX,1379,22,21,0,0
2002,8,14,3,1656.0,1650,1912.0,1821,DL,927,N8873Z,136.0,91,88.0,51.0,6.0,ATL,TPA,406,10,38,0,0
2002,12,25,3,1418.0,1425,1607.0,1625,UA,1478,N931UA,109.0,120,97.0,-18.0,-7.0,SFO,SEA,679,3,9,0,0
2002,8,8,4,1151.0,1159,1240.0,1255,MQ,4362,N825MQ,109.0,116,91.0,-15.0,-8.0,GSP,ORD,577,7,11,0,0
2002,6,6,4,1104.0,1105,1149.0,1158,DL,1405,N3301,105.0,113,88.0,-9.0,-1.0,SLC,SJC,585,5,12,0,0
2002,7,31,3,920.0,920,1003.0,1010,WN,567,N679,43.0,50,33.0,-7.0,0.0,SAT,HOU,192,3,7,0,0
2002,6,15,6,955.0,955,1135.0,1145,WN,2029,N718,220.0,230,213.0,-10.0,0.0,MSY,LAS,1501,3,4,0,0
2002,7,27,6,2005.0,2005,2100.0,2100,WN,954,N760,55.0,55,38.0,0.0,0.0,LAS,BUR,223,2,15,0,0
2002,3,17,7,605.0,605,900.0,900,DL,631,N114DL,175.0,175,146.0,0.0,0.0,BOS,ATL,946,12,17,0,0
2002,8,23,5,1216.0,1101,1309.0,1152,MQ,4228,N648MQ,53.0,51,43.0,77.0,75.0,CID,ORD,196,4,6,0,0
2002,2,17,7,812.0,715,818.0,717,UA,1676,N820ä1,66.0,62,41.0,61.0,57.0,IND,ORD,177,13,12,0,0
2002,1,22,2,1832.0,1825,2219.0,2215,UA,867,N647ä1,167.0,170,142.0,4.0,7.0,ORD,MIA,1197,3,22,0,0
2002,7,16,2,715.0,715,813.0,828,DL,501,N997DL,58.0,73,33.0,-15.0,0.0,CLT,ATL,227,9,16,0,0
2002,2,9,6,1627.0,1629,1755.0,1802,AS,608,N778Aâ,88.0,93,71.0,-7.0,-2.0,SEA,RNO,564,5,12,0,0
2002,10,17,4,846.0,847,936.0,940,HP,583,N164AW,170.0,173,148.0,-4.0,-1.0,IAH,PHX,1009,12,10,0,0
2002,3,6,3,2040.0,2040,2142.0,2155,DL,307,N522DA,122.0,135,102.0,-13.0,0.0,ATL,OKC,761,5,15,0,0
2002,4,8,1,1702.0,1557,1758.0,1650,CO,420,N77827,56.0,53,39.0,68.0,65.0,SAT,IAH,191,8,9,0,0
2002,3,23,6,1142.0,1112,1344.0,1322,AS,450,N607AS,122.0,130,110.0,22.0,30.0,PDX,ONT,838,4,8,0,0
2002,10,4,5,1035.0,1035,1200.0,1215,WN,1726,N321,85.0,100,70.0,-15.0,0.0,SEA,RNO,564,5,10,0,0
2002,4,25,4,1005.0,1005,1035.0,1035,WN,2532,N645,90.0,90,75.0,0.0,0.0,AUS,ELP,528,5,10,0,0
2002,10,27,7,1424.0,1425,1455.0,1502,UA,1511,N326UA,31.0,37,16.0,-7.0,-1.0,DEN,COS,72,5,10,0,0
2002,11,16,6,1553.0,1555,1940.0,1954,CO,558,N17663,167.0,179,143.0,-14.0,-2.0,IAH,DCA,1208,4,20,0,0
2002,12,15,7,2007.0,2000,2244.0,2247,CO,639,N37274,157.0,167,134.0,-3.0,7.0,MIA,EWR,1086,10,13,0,0
2002,6,5,3,731.0,735,1024.0,1030,DL,671,N926DL,113.0,115,92.0,-6.0,-4.0,MKE,ATL,669,9,12,0,0
2002,2,16,6,634.0,640,727.0,749,NW,1527,N360Næ,53.0,69,41.0,-22.0,-6.0,MSN,MSP,228,4,8,0,0
2002,12,31,2,1318.0,1325,1427.0,1435,DL,1231,N950DL,69.0,70,43.0,-8.0,-7.0,CAE,ATL,191,10,16,0,0
2002,12,30,1,1544.0,1510,1727.0,1705,WN,461,N638,103.0,115,95.0,22.0,34.0,OAK,SEA,671,2,6,0,0
2002,4,7,7,1058.0,1015,1246.0,1202,US,317,N162UW,108.0,107,90.0,44.0,43.0,CLT,FLL,631,4,14,0,0
2002,7,23,2,822.0,825,913.0,913,DL,1147,N906DA,111.0,108,81.0,0.0,-3.0,SLC,SNA,588,13,17,0,0
2002,10,14,1,841.0,830,955.0,1001,US,121,N177UW,194.0,211,175.0,-6.0,11.0,CLT,DEN,1337,8,11,0,0
2002,4,11,4,700.0,700,815.0,820,WN,96,N740,75.0,80,60.0,-5.0,0.0,SJC,SAN,417,5,10,0,0
2002,3,25,1,1605.0,1605,1901.0,1922,AA,620,N258AA,116.0,137,89.0,-21.0,0.0,DFW,IND,762,6,21,0,0
2002,9,22,7,813.0,820,1309.0,1330,CO,1284,N18223,176.0,190,157.0,-21.0,-7.0,SAN,IAH,1303,4,15,0,0
2002,8,10,6,2105.0,2105,2225.0,2235,US,40,N631AU,80.0,90,61.0,-10.0,0.0,CLT,MCO,468,3,16,0,0
2002,6,25,2,1551.0,1550,1645.0,1642,US,751,N180UW,54.0,52,33.0,3.0,1.0,BWI,PHL,90,8,13,0,0
2002,1,22,2,1540.0,1545,1654.0,1700,UA,1204,N307ä1,74.0,75,44.0,-6.0,-5.0,STL,ORD,258,12,18,0,0
2002,6,3,1,1139.0,1140,1238.0,1250,HP,193,N902AW,59.0,70,43.0,-12.0,-1.0,LAS,SAN,258,2,14,0,0
2002,1,5,6,2051.0,2033,2151.0,2143,AA,755,N2BGA1,60.0,70,46.0,8.0,18.0,ORD,RST,268,4,10,0,0
2002,9,30,1,935.0,940,1033.0,1055,MQ,3837,N503MQ,58.0,75,34.0,-22.0,-5.0,DFW,XNA,281,5,19,0,0
2002,11,1,5,1826.0,1830,2013.0,2015,NW,969,N8933E,107.0,105,86.0,-2.0,-4.0,ORD,MEM,491,4,17,0,0
2002,4,26,5,1514.0,1421,1825.0,1757,AA,814,N467AA,131.0,156,116.0,28.0,53.0,DFW,MCO,984,4,11,0,0
2002,12,7,6,1722.0,1730,2051.0,2120,US,416,N422US,149.0,170,134.0,-29.0,-8.0,IAH,PIT,1117,6,9,0,0
2002,5,27,1,1702.0,1705,1853.0,1853,US,193,N123UW,111.0,108,87.0,0.0,-3.0,CLT,RSW,600,2,22,0,0
2002,1,30,3,1528.0,1535,1613.0,1627,US,86,N741äæ,45.0,52,30.0,-14.0,-7.0,PHL,DCA,119,2,13,0,0
2002,8,5,1,1032.0,1035,1327.0,1325,DL,1802,N309WA,115.0,110,96.0,2.0,-3.0,SEA,SLC,689,5,14,0,0
2002,12,9,1,1433.0,1430,1636.0,1640,DL,432,N105DA,123.0,130,95.0,-4.0,3.0,ATL,LGA,761,13,15,0,0
2002,2,13,3,2152.0,2158,2245.0,2254,NW,196,N344Næ,53.0,56,37.0,-9.0,-6.0,MSP,FAR,223,4,12,0,0
2002,2,22,5,1120.0,1120,1233.0,1240,WN,2001,N372@@,73.0,80,65.0,-7.0,0.0,OAK,LAS,407,3,5,0,0
2002,12,15,7,1828.0,1830,2055.0,2101,US,1035,N393US,87.0,91,71.0,-6.0,-2.0,MEM,CLT,512,7,9,0,0
2002,4,26,5,1350.0,1351,1549.0,1608,AA,66,N7AGAA,119.0,137,101.0,-19.0,-1.0,DFW,ORD,802,5,13,0,0
2002,11,20,3,1901.0,1900,2053.0,2112,DL,1040,N614DL,112.0,132,92.0,-19.0,1.0,CVG,BOS,752,7,13,0,0
2002,9,15,7,1815.0,1710,1903.0,1805,WN,284,N508,48.0,55,34.0,58.0,65.0,IAH,DAL,217,3,11,0,0
2002,9,1,7,1139.0,1145,1328.0,1341,UA,1191,N823UA,229.0,236,209.0,-13.0,-6.0,PHL,DEN,1557,8,12,0,0
2002,7,14,7,958.0,1000,1049.0,1105,US,6834,N752UW,51.0,65,39.0,-16.0,-2.0,LGA,BOS,185,3,9,0,0
2002,2,12,2,1250.0,1252,1725.0,1736,AA,92,N537A1,215.0,224,170.0,-11.0,-2.0,DFW,EWR,1372,30,15,0,0
2002,8,13,2,1824.0,1824,1935.0,1937,HP,716,N905AW,71.0,73,49.0,-2.0,0.0,LAS,PHX,256,3,19,0,0
2002,11,19,2,830.0,830,908.0,920,WN,149,N718,98.0,110,87.0,-12.0,0.0,MCO,MSY,550,3,8,0,0
2002,3,28,4,1057.0,1040,1517.0,1450,US,376,N334US,200.0,190,183.0,27.0,17.0,IAH,PHL,1324,3,14,0,0
2002,5,31,5,1250.0,1255,1244.0,1245,DL,925,N37700,54.0,50,32.0,-1.0,-5.0,ATL,BHM,134,4,18,0,0
2002,12,11,3,1106.0,1110,1407.0,1431,UA,59,N215UA,301.0,321,283.0,-24.0,-4.0,SFO,HNL,2398,3,15,0,0
2002,12,21,6,1724.0,1727,1910.0,1915,HP,276,N621AW,166.0,168,150.0,-5.0,-3.0,IAH,PHX,1009,4,12,0,0
2002,2,28,4,1328.0,1334,1622.0,1616,AA,2094,N2CGA1,114.0,102,79.0,6.0,-6.0,ORD,MDT,594,4,31,0,0
2002,9,18,3,804.0,805,923.0,938,US,374,N708UW,79.0,93,54.0,-15.0,-1.0,PHL,RDU,336,2,23,0,0
2002,7,7,7,1213.0,1143,1337.0,1323,NW,379,N519US,204.0,220,186.0,14.0,30.0,MSP,PDX,1426,3,15,0,0
2002,6,7,5,1326.0,1318,1549.0,1548,HP,450,N335AW,83.0,90,67.0,1.0,8.0,PHX,SLC,507,3,13,0,0
2002,3,1,5,940.0,940,1527.0,1539,AA,1100,N351AA,227.0,239,206.0,-12.0,0.0,SFO,ORD,1846,8,13,0,0
2002,10,19,6,719.0,730,801.0,803,NW,1643,N924RW,102.0,93,85.0,-2.0,-11.0,LAN,MSP,455,5,12,0,0
2002,2,12,2,1736.0,1740,1908.0,1921,CO,331,N33209,152.0,161,132.0,-13.0,-4.0,PBI,IAH,956,8,12,0,0
2002,12,23,1,936.0,940,1100.0,1045,MQ,4503,N726MQ,84.0,65,48.0,15.0,-4.0,EWR,BOS,200,2,34,0,0
2002,10,13,7,1906.0,1900,2010.0,2000,WN,1613,N303,64.0,60,43.0,10.0,6.0,LAS,SAN,258,2,19,0,0
2002,12,3,2,1722.0,1720,1842.0,1822,MQ,4134,N809MQ,140.0,122,106.0,20.0,2.0,GSP,ORD,577,7,27,0,0
2002,6,14,5,1610.0,1610,1726.0,1730,WN,309,N83,76.0,80,65.0,-4.0,0.0,OKC,HOU,419,3,8,0,0
2002,1,25,5,1233.0,1230,1442.0,1442,UA,1110,N314ä1,129.0,132,108.0,0.0,3.0,DFW,ORD,802,6,15,0,0
2002,11,4,1,938.0,945,1137.0,1138,DL,1882,N619DL,59.0,53,33.0,-1.0,-7.0,BHM,ATL,134,7,19,0,0
2002,2,17,7,648.0,645,726.0,731,AA,893,N466A1,98.0,106,78.0,-5.0,3.0,BUF,ORD,473,6,14,0,0
2002,10,17,4,717.0,720,825.0,825,MQ,3701,N637MQ,68.0,65,48.0,0.0,-3.0,DFW,XNA,281,4,16,0,0
2002,6,3,1,1430.0,1430,1522.0,1525,WN,34,N90,52.0,55,42.0,-3.0,0.0,HOU,DAL,239,2,8,0,0
2002,11,11,1,1220.0,1205,1337.0,1320,DL,1635,N8875Z,77.0,75,59.0,17.0,15.0,GSO,ATL,306,7,11,0,0
2002,8,27,2,651.0,700,953.0,1004,DL,1100,N3748Y,122.0,124,94.0,-11.0,-9.0,OKC,ATL,761,12,16,0,0
2002,11,5,2,1557.0,1600,1649.0,1709,US,2634,N112UW,52.0,69,32.0,-20.0,-3.0,LGA,BOS,185,8,12,0,0
2002,4,15,1,1053.0,1053,1510.0,1517,CO,1476,N12313,197.0,204,181.0,-7.0,0.0,IAH,PHL,1324,4,12,0,0
2002,12,24,2,46.0,50,611.0,614,CO,1272,N14879,205.0,204,188.0,-3.0,-4.0,SFO,IAH,1635,4,13,0,0
2002,2,26,2,2118.0,2016,2353.0,2302,MQ,4099,-N620M,95.0,106,79.0,51.0,62.0,ORD,GSP,577,2,14,0,0
2002,9,21,6,2156.0,2200,550.0,559,UA,38,N548UA,294.0,299,274.0,-9.0,-4.0,OGG,LAX,2486,9,11,0,0
2002,1,13,7,1835.0,1835,2030.0,2035,WN,1723,N344@@,115.0,120,102.0,-5.0,0.0,SEA,OAK,671,3,10,0,0
2002,10,21,1,1230.0,1230,1435.0,1440,WN,527,N669,125.0,130,110.0,-5.0,0.0,TPA,CMH,829,5,10,0,0
2002,3,29,5,1110.0,1100,1540.0,1548,CO,1943,N37267,210.0,228,190.0,-8.0,10.0,EWR,SJU,1608,5,15,0,0
2002,6,10,1,1017.0,1019,1035.0,1047,AA,2603,N4TJAA,78.0,88,62.0,-12.0,-2.0,CMH,STL,410,8,8,0,0
2002,5,28,2,1829.0,1835,2111.0,2123,DL,1509,N663DN,102.0,108,82.0,-12.0,-6.0,SEA,SLC,689,10,10,0,0
2002,6,17,1,1149.0,1155,1552.0,1552,NW,1830,N323NB,183.0,177,137.0,0.0,-6.0,IAH,DTW,1076,35,11,0,0
2002,6,22,6,2349.0,2345,703.0,649,UA,341,N453UA,314.0,304,296.0,14.0,4.0,ANC,DEN,2406,5,13,0,0
2002,8,23,5,1425.0,1425,1517.0,1525,WN,1718,N667,52.0,60,40.0,-8.0,0.0,GEG,SEA,224,5,7,0,0
2002,9,13,5,1757.0,1800,2102.0,2110,UA,1878,N355UA,125.0,130,95.0,-8.0,-3.0,ORD,PHL,678,4,26,0,0
2002,6,14,5,749.0,747,1034.0,1031,HP,786,N150AW,165.0,164,143.0,3.0,2.0,PHX,PDX,1009,2,20,0,0
2002,3,7,4,1120.0,1115,1553.0,1630,WN,370,N724,153.0,195,140.0,-37.0,5.0,LAS,LIT,1295,3,10,0,0
2002,11,1,5,1915.0,1915,2019.0,2036,DL,985,N915DL,64.0,81,42.0,-17.0,0.0,CVG,DTW,229,5,17,0,0
2002,5,30,4,1209.0,1200,1320.0,1315,CO,1080,N37277,191.0,195,152.0,5.0,9.0,IAH,SAN,1303,3,36,0,0
2002,11,23,6,2130.0,2117,2203.0,2155,NW,1237,N609NW,33.0,38,19.0,8.0,13.0,DTW,LAN,74,3,11,0,0
2002,10,12,6,716.0,720,824.0,832,US,107,N173UW,68.0,72,50.0,-8.0,-4.0,BDL,PHL,196,8,10,0,0
2002,2,4,1,2209.0,2215,513.0,530,DL,556,-N645D,244.0,255,226.0,-17.0,-6.0,SJC,ATL,2116,6,12,0,0
2002,12,25,3,1000.0,944,1125.0,1130,AA,2363,N3ABAA,145.0,166,122.0,-5.0,16.0,BOS,ORD,867,6,17,0,0
2002,7,29,1,808.0,805,959.0,952,DL,982,N689DL,111.0,107,84.0,7.0,3.0,ATL,BWI,576,4,23,0,0
2002,2,20,3,826.0,830,1030.0,1028,HP,79,N656Aæ,184.0,178,171.0,2.0,-4.0,PHX,SEA,1107,3,10,0,0
2002,11,14,4,759.0,801,802.0,819,MQ,4213,N628MQ,63.0,78,52.0,-17.0,-2.0,CMH,ORD,296,4,7,0,0
2002,11,4,1,909.0,910,931.0,932,DL,941,N954DL,82.0,82,47.0,-1.0,-1.0,CVG,ORD,264,7,28,0,0
2002,7,26,5,820.0,820,1041.0,1048,UA,1665,N827UA,261.0,268,240.0,-7.0,0.0,ORD,SJC,1829,5,16,0,0
2002,10,7,1,619.0,615,747.0,733,DL,1121,N952DL,88.0,78,62.0,14.0,4.0,SDF,ATL,321,11,15,0,0
2002,10,23,3,1026.0,1029,1146.0,1155,HP,654,N908AW,80.0,86,55.0,-9.0,-3.0,PHX,SNA,338,4,21,0,0
2002,4,7,7,2025.0,2015,2023.0,2015,WN,706,N786,58.0,60,45.0,8.0,10.0,DTW,MDW,229,8,5,0,0
