Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,Diverted
2000,6,24,6,1635.0,1635,1758.0,1815,DL,1684,N952WP,83.0,100.0,59.0,-17.0,0.0,SLC,COS,410,1,23,0,0
2000,7,12,3,1519.0,1459,1803.0,1748,HP,2490,N174AW,104.0,109.0,87.0,15.0,20.0,PHX,DEN,602,5,12,0,0
2000,8,13,7,2139.0,2125,2254.0,2255,DL,1979,N861DA,75.0,90.0,58.0,-1.0,14.0,MCO,ATL,403,7,10,0,0
2000,8,18,5,1930.0,1905,2140.0,2125,WN,1003,N762,250.0,260.0,231.0,15.0,25.0,IND,LAX,1814,4,15,0,0
2000,1,13,4,705.0,705,808.0,810,WN,1754,N604,63.0,65.0,43.0,-2.0,0.0,LAS,LAX,236,9,11,0,0
2000,6,1,4,1118.0,1105,1233.0,1230,WN,1775,N626,75.0,85.0,62.0,3.0,13.0,SAN,OAK,446,3,10,0,0
2000,9,2,6,1833.0,1825,1936.0,1930,WN,715,N738,63.0,65.0,57.0,6.0,8.0,ISP,BWI,220,2,4,0,0
2000,1,23,7,1228.0,1231,1458.0,1503,AA,2021,N232AA,210.0,212.0,196.0,-5.0,-3.0,DCA,DFW,1192,3,11,0,0
2000,1,21,5,639.0,640,933.0,935,DL,373,N225DL,114.0,115.0,84.0,-2.0,-1.0,MDW,ATL,590,8,22,0,0
2000,1,16,7,1450.0,1450,1552.0,1555,WN,1364,N743,62.0,65.0,53.0,-3.0,0.0,MSY,HOU,303,4,5,0,0
2000,5,29,1,1929.0,1930,2045.0,2111,AA,1501,N2BLAA,136.0,161.0,117.0,-26.0,-1.0,DAY,DFW,861,12,7,0,0
2000,2,9,3,1126.0,1133,1435.0,1447,CO,1510,N93875,129.0,134.0,115.0,-12.0,-7.0,DEN,IAH,861,4,10,0,0
2000,5,14,7,1835.0,1840,1911.0,1912,NW,983,N9339,96.0,92.0,72.0,-1.0,-5.0,MBS,MSP,463,14,10,0,0
2000,12,22,5,1313.0,1311,1613.0,1621,CO,1682,N14814,120.0,130.0,103.0,-8.0,2.0,IAH,IND,845,8,9,0,0
2000,11,11,6,750.0,750,846.0,850,WN,2047,N96,56.0,60.0,48.0,-4.0,0.0,HOU,MSY,303,2,6,0,0
2000,8,8,2,1322.0,1325,2048.0,2106,US,74,N600AU,266.0,281.0,249.0,-18.0,-3.0,SFO,PIT,2254,6,11,0,0
2000,4,26,3,1601.0,1610,2038.0,2043,US,260,N449US,277.0,273.0,228.0,-5.0,-9.0,SJU,PIT,1739,30,19,0,0
2000,12,29,5,1815.0,1817,2004.0,2007,AA,549,N2CPAA,169.0,170.0,146.0,-3.0,-2.0,JAX,DFW,919,8,15,0,0
2000,2,5,6,714.0,715,756.0,743,TW,155,N939AS,102.0,88.0,68.0,13.0,-1.0,CVG,STL,307,3,31,0,0
2000,9,27,3,2330.0,2330,2326.0,2329,DL,1602,N907DE,56.0,59.0,34.0,-3.0,0.0,ATL,BNA,214,7,15,0,0
2000,9,12,2,1903.0,1900,2001.0,1957,NW,646,N9343,58.0,57.0,26.0,4.0,3.0,CLE,DTW,95,18,14,0,0
2000,5,21,7,657.0,650,747.0,735,WN,103,N710,110.0,105.0,97.0,12.0,7.0,BWI,BNA,588,4,9,0,0
2000,1,16,7,1157.0,1200,1631.0,1639,AA,2028,N488AA,154.0,159.0,125.0,-8.0,-3.0,LAS,DFW,1055,13,16,0,0
2000,7,8,6,1329.0,1330,1420.0,1431,TW,640,N923TW,51.0,61.0,38.0,-11.0,-1.0,DSM,STL,260,4,9,0,0
2000,8,18,5,654.0,650,822.0,831,NW,1882,N315NB,88.0,101.0,70.0,-9.0,4.0,DTW,MHT,609,4,14,0,0
2000,10,5,4,847.0,845,1115.0,1128,DL,1804,N306WA,88.0,103.0,74.0,-13.0,2.0,ELP,DFW,551,5,9,0,0
2000,10,19,4,1025.0,1020,1126.0,1130,WN,1000,N636,61.0,70.0,53.0,-4.0,5.0,ALB,BWI,288,2,6,0,0
2000,10,10,2,1550.0,1550,1650.0,1650,WN,854,N81,60.0,60.0,40.0,0.0,0.0,STL,MCI,237,6,14,0,0
2000,12,26,2,800.0,800,844.0,845,WN,631,N374,44.0,45.0,33.0,-1.0,0.0,HOU,AUS,148,4,7,0,0
2000,5,16,2,1139.0,1125,1508.0,1307,UA,1689,N540UA,269.0,162.0,159.0,121.0,14.0,DEN,SFO,967,5,105,0,0
2000,7,27,4,1131.0,1110,1334.0,1326,US,2704,N273AU,123.0,136.0,111.0,8.0,21.0,TPA,BWI,842,4,8,0,0
2000,6,12,1,1157.0,1200,1928.0,1933,US,144,N117UW,271.0,273.0,254.0,-5.0,-3.0,LAX,CLT,2125,5,12,0,0
2000,12,1,5,1354.0,1355,1651.0,1631,NW,436,N291US,177.0,156.0,139.0,20.0,-1.0,DTW,MCO,957,6,32,0,0
2000,10,4,3,626.0,630,1221.0,1222,CO,1520,N16808,235.0,232.0,206.0,-1.0,-4.0,SFO,IAH,1635,6,23,0,0
2000,2,25,5,845.0,845,1145.0,1150,AA,2025,N2AFAA,180.0,185.0,162.0,-5.0,0.0,ORD,SAT,1041,4,14,0,0
2000,10,7,6,1601.0,1557,2010.0,2024,CO,1976,N26215,189.0,207.0,161.0,-14.0,4.0,IAH,LGA,1416,5,23,0,0
2000,5,10,3,540.0,545,812.0,830,AA,615,N447AA,212.0,225.0,193.0,-18.0,-5.0,EWR,DFW,1372,9,10,0,0
2000,4,27,4,47.0,2227,200.0,2348,HP,2453,N329AW,73.0,81.0,55.0,132.0,140.0,SFO,LAS,414,5,13,0,0
2000,3,23,4,1413.0,1415,1604.0,1603,US,2676,N283AU,111.0,108.0,98.0,1.0,-2.0,JAX,BWI,663,5,8,0,0
2000,10,13,5,2200.0,2200,2307.0,2305,WN,1091,N779,67.0,65.0,48.0,2.0,0.0,SJC,LAX,308,8,11,0,0
2000,11,8,3,908.0,910,936.0,939,DL,1083,N929DL,88.0,89.0,60.0,-3.0,-2.0,CVG,BHM,396,7,21,0,0
2000,2,2,3,1234.0,1240,1340.0,1358,UA,2432,N370UA,66.0,78.0,52.0,-18.0,-6.0,ONT,SFO,363,3,11,0,0
2000,5,12,5,1320.0,1300,1521.0,1450,WN,123,N762,121.0,110.0,93.0,31.0,20.0,JAN,MDW,666,11,17,0,0
2000,7,19,3,1500.0,1500,1508.0,1500,WN,527,N341,68.0,60.0,56.0,8.0,0.0,CMH,MDW,284,6,6,0,0
2000,12,16,6,1820.0,1750,1836.0,1810,DL,1895,N313WA,76.0,80.0,55.0,26.0,30.0,SLC,LAS,368,5,16,0,0
2000,9,17,7,943.0,945,1053.0,1109,UA,599,N984UA,70.0,84.0,55.0,-16.0,-2.0,ORD,MSP,334,3,12,0,0
2000,3,24,5,1939.0,1745,2000.0,1815,WN,179,N626,81.0,90.0,70.0,105.0,114.0,RDU,BNA,443,5,6,0,0
2000,6,22,4,1235.0,1205,1820.0,1759,TW,290,N908TW,225.0,234.0,204.0,21.0,30.0,SEA,STL,1710,5,16,0,0
2000,11,25,6,1059.0,1057,1318.0,1318,AA,1867,N2ASAA,139.0,141.0,114.0,0.0,2.0,DFW,MSP,852,5,20,0,0
2000,12,31,7,649.0,630,718.0,708,UA,1481,N7461U,89.0,98.0,68.0,20.0,29.0,BUF,ORD,473,7,14,0,0
2000,10,22,7,1515.0,1325,1715.0,1520,WN,1533,N726,120.0,115.0,95.0,115.0,110.0,PHX,OAK,646,5,20,0,0
2000,6,6,2,1347.0,1350,1835.0,1820,DL,766,N8890Z,168.0,150.0,146.0,15.0,-3.0,COS,CVG,1078,5,17,0,0
2000,4,23,7,2031.0,1930,2145.0,2054,US,866,N225US,74.0,84.0,54.0,51.0,61.0,BOS,PHL,280,5,15,0,0
2000,12,27,3,1546.0,1525,1740.0,1719,US,2700,N275AU,174.0,174.0,161.0,21.0,21.0,BWI,MSY,998,4,9,0,0
2000,4,2,7,1143.0,1145,1233.0,1240,UA,1760,N984UA,50.0,55.0,37.0,-7.0,-2.0,CID,ORD,196,6,7,0,0
2000,9,21,4,616.0,620,719.0,730,NW,1660,N610NW,63.0,70.0,48.0,-11.0,-4.0,BTR,MEM,319,5,10,0,0
2000,9,10,7,2048.0,2040,2128.0,2120,US,1763,N887US,40.0,40.0,22.0,8.0,8.0,CLT,CAE,88,4,14,0,0
2000,6,29,4,1227.0,1215,1444.0,1430,WN,803,N71,77.0,75.0,68.0,14.0,12.0,ELP,SAT,496,2,7,0,0
2000,3,1,3,2019.0,2025,2208.0,2221,CO,1267,N69351,109.0,116.0,88.0,-13.0,-6.0,IAH,MCI,643,7,14,0,0
2000,12,5,2,1759.0,1800,2131.0,2131,HP,2813,N654AW,332.0,331.0,305.0,0.0,-1.0,JFK,PHX,2153,6,21,0,0
2000,1,6,4,859.0,900,1111.0,1119,NW,271,N8945E,192.0,199.0,179.0,-8.0,-1.0,DTW,HOU,1093,3,10,0,0
2000,3,11,6,2127.0,1705,2227.0,1804,NW,442,N775NC,60.0,59.0,36.0,263.0,262.0,GRR,DTW,120,13,11,0,0
2000,4,5,3,1209.0,1207,1353.0,1344,UA,1235,N536UA,164.0,157.0,147.0,9.0,2.0,TPA,ORD,1012,6,11,0,0
2000,8,19,6,1615.0,1615,1707.0,1705,WN,1202,N383,52.0,50.0,34.0,2.0,0.0,FLL,MCO,178,3,15,0,0
2000,9,7,4,1930.0,1930,2235.0,2235,WN,164,N348,125.0,125.0,115.0,0.0,0.0,BNA,FLL,793,3,7,0,0
2000,5,19,5,2303.0,2120,714.0,613,CO,452,N23708,311.0,353.0,295.0,61.0,103.0,SJC,EWR,2548,6,10,0,0
2000,10,25,3,1906.0,1908,2112.0,2058,AA,1573,N427AA,246.0,230.0,219.0,14.0,-2.0,DFW,OAK,1456,3,24,0,0
2000,2,25,5,1002.0,942,1148.0,1051,AA,1183,N562AA,166.0,129.0,106.0,57.0,20.0,RDU,ORD,647,8,52,0,0
2000,8,24,4,1131.0,1132,1234.0,1231,UA,1664,N816UA,123.0,119.0,108.0,3.0,-1.0,PHL,ORD,678,5,10,0,0
2000,9,17,7,838.0,840,944.0,1000,NW,1290,N600TR,66.0,80.0,54.0,-16.0,-2.0,MEM,VPS,369,4,8,0,0
2000,4,17,1,2248.0,2100,12.0,2217,AA,2871,N3BAAA,84.0,77.0,58.0,115.0,108.0,SFO,LAX,337,10,16,0,0
2000,9,10,7,1553.0,1555,1820.0,1819,DL,1574,N903DE,147.0,144.0,113.0,1.0,-2.0,BOS,CVG,752,7,27,0,0
2000,7,29,6,1950.0,1945,2105.0,2100,WN,350,N341,75.0,75.0,65.0,5.0,5.0,OAK,LAS,407,3,7,0,0
2000,5,20,6,921.0,921,947.0,947,HP,2286,N181AW,146.0,146.0,128.0,0.0,0.0,AUS,PHX,872,8,10,0,0
2000,9,6,3,1010.0,955,1140.0,1120,DL,2136,N2815W,90.0,85.0,66.0,20.0,15.0,GSO,ATL,306,5,19,0,0
2000,2,1,2,1221.0,1222,1519.0,1517,AA,1669,N298AA,238.0,235.0,216.0,2.0,-1.0,LGA,HOU,1428,7,15,0,0
2000,3,19,7,2204.0,2200,2309.0,2303,CO,368,N14880,65.0,63.0,37.0,6.0,4.0,EWR,BOS,200,8,20,0,0
2000,3,1,3,1636.0,1642,1902.0,1854,CO,664,N17328,86.0,72.0,69.0,8.0,-6.0,MDW,CLE,307,5,12,0,0
2000,1,7,5,841.0,845,1016.0,1013,DL,1056,N306WA,95.0,88.0,71.0,3.0,-4.0,SLC,MSO,436,6,18,0,0
2000,3,20,1,1315.0,1320,1535.0,1551,NW,411,N754NW,140.0,151.0,122.0,-16.0,-5.0,MSP,DFW,852,4,14,0,0
2000,5,25,4,1900.0,1750,2014.0,1910,WN,1159,N513,74.0,80.0,63.0,64.0,70.0,LAS,SMF,397,3,8,0,0
2000,11,15,3,701.0,700,958.0,1014,UA,31,N402UA,357.0,374.0,343.0,-16.0,1.0,PHL,SFO,2521,5,9,0,0
2000,9,8,5,1247.0,1235,1707.0,1711,AA,100,N532AA,200.0,216.0,176.0,-4.0,12.0,DFW,JFK,1391,8,16,0,0
2000,8,29,2,1340.0,1325,1515.0,1455,WN,2061,N647,95.0,90.0,72.0,20.0,15.0,OKC,STL,462,5,18,0,0
2000,11,1,3,1255.0,1300,1606.0,1612,NW,994,N289US,191.0,192.0,153.0,-6.0,-5.0,MIA,DTW,1145,16,22,0,0
2000,1,23,7,1315.0,1320,1630.0,1610,DL,2518,N318DL,195.0,170.0,162.0,20.0,-5.0,ISP,MCO,972,6,27,0,0
2000,6,12,1,814.0,800,1007.0,933,US,1944,N887US,113.0,93.0,76.0,34.0,14.0,CLT,PHL,448,25,12,0,0
2000,2,18,5,2020.0,1945,2112.0,2040,WN,437,N674,52.0,55.0,42.0,32.0,35.0,HOU,MSY,303,3,7,0,0
2000,2,29,2,543.0,550,658.0,706,US,511,N605AU,75.0,76.0,54.0,-8.0,-7.0,BWI,CLT,361,3,18,0,0
2000,1,10,1,1753.0,1800,1919.0,1938,US,1674,N777AU,86.0,98.0,73.0,-19.0,-7.0,BTV,PIT,454,5,8,0,0
2000,6,24,6,1326.0,1255,1413.0,1345,WN,405,N607,107.0,110.0,94.0,28.0,31.0,BWI,MDW,611,3,10,0,0
2000,5,4,4,2046.0,2050,2144.0,2210,DL,1117,N108DL,178.0,200.0,156.0,-26.0,-4.0,DFW,LAX,1235,4,18,0,0
2000,1,9,7,1118.0,1124,1145.0,1156,UA,1230,N7298U,27.0,32.0,18.0,-11.0,-6.0,PWM,MHT,75,2,7,0,0
2000,2,20,7,1903.0,1845,2227.0,2215,AA,1834,N210AA,144.0,150.0,122.0,12.0,18.0,DFW,MCO,984,4,18,0,0
2000,10,9,1,655.0,655,743.0,740,WN,5,N609,48.0,45.0,38.0,3.0,0.0,OKC,DAL,181,3,7,0,0
2000,4,2,7,1110.0,1115,1214.0,1216,TW,579,N931L,64.0,61.0,48.0,-2.0,-5.0,DSM,STL,260,6,10,0,0
2000,4,30,7,2154.0,2100,2256.0,2210,WN,524,N384,62.0,70.0,50.0,46.0,54.0,CLE,BWI,314,3,9,0,0
2000,7,7,5,1354.0,1355,1618.0,1624,DL,1082,N953DL,144.0,149.0,117.0,-6.0,-1.0,ATL,PVD,903,6,21,0,0
2000,3,17,5,1033.0,1026,1600.0,1552,HP,460,N618AW,207.0,206.0,180.0,8.0,7.0,PHX,IND,1489,12,15,0,0
2000,4,10,1,2255.0,2300,447.0,500,AA,878,N3BEAA,232.0,240.0,217.0,-13.0,-5.0,SJC,ORD,1829,3,12,0,0
2000,3,4,6,1326.0,1330,1422.0,1441,UA,1708,N355UA,56.0,71.0,40.0,-19.0,-4.0,IAD,LGA,229,3,13,0,0
2000,4,26,3,1150.0,1150,1243.0,1250,AA,2816,NR78AA,53.0,60.0,36.0,-7.0,0.0,SJC,RNO,188,6,11,0,0
2000,7,16,7,842.0,831,1016.0,1003,TW,591,N405TW,94.0,92.0,75.0,13.0,11.0,STL,MSP,449,6,13,0,0
2000,7,5,3,1741.0,1745,1951.0,2006,AA,2533,N2CTAA,130.0,141.0,113.0,-15.0,-4.0,ORD,DAL,798,3,14,0,0
2000,2,27,7,1334.0,1330,1554.0,1607,AA,2003,N410AA,260.0,277.0,239.0,-13.0,4.0,MIA,DEN,1709,5,16,0,0
2000,2,16,3,728.0,725,1051.0,1030,DL,2435,N320DL,203.0,185.0,161.0,21.0,3.0,BDL,PBI,1133,4,38,0,0
2000,9,17,7,949.0,935,1058.0,1055,UA,2504,N369UA,69.0,80.0,55.0,3.0,14.0,LAX,SMF,373,2,12,0,0
2000,5,11,4,1345.0,1310,1657.0,1648,TW,844,N606TW,132.0,158.0,116.0,9.0,35.0,STL,JFK,892,4,12,0,0
2000,7,3,1,815.0,815,915.0,920,WN,145,N678,60.0,65.0,50.0,-5.0,0.0,BDL,BWI,283,2,8,0,0
2000,8,9,3,1207.0,1200,1346.0,1358,NW,1833,N303NB,159.0,178.0,140.0,-12.0,7.0,DTW,IAH,1076,5,14,0,0
2000,8,4,5,830.0,825,938.0,935,WN,924,N623,68.0,70.0,54.0,3.0,5.0,SJC,LAX,308,6,8,0,0
2000,12,24,7,1903.0,1905,1939.0,1940,AQ,225,N820AL,36.0,35.0,23.0,-1.0,-2.0,HNL,LIH,102,4,9,0,0
2000,8,5,6,653.0,645,919.0,910,WN,1116,N663,146.0,145.0,110.0,9.0,8.0,SEA,LAS,866,6,30,0,0
2000,8,16,3,1900.0,1900,1955.0,1955,WN,54,N61,55.0,55.0,42.0,0.0,0.0,HOU,DAL,239,3,10,0,0
2000,2,6,7,820.0,825,900.0,920,US,575,N592US,40.0,55.0,28.0,-20.0,-5.0,CLT,CHS,168,3,9,0,0
2000,5,31,3,1222.0,1015,1444.0,1243,UA,57,N551UA,322.0,328.0,302.0,121.0,127.0,LAX,KOA,2504,3,17,0,0
2000,2,8,2,2032.0,2040,2134.0,2128,US,1965,N591US,62.0,48.0,30.0,6.0,-8.0,PIT,CMH,144,4,28,0,0
2000,2,25,5,1636.0,1635,2041.0,2028,DL,1180,N3301,185.0,173.0,156.0,13.0,1.0,SLC,IAH,1195,9,20,0,0
2000,3,21,2,1138.0,1140,1247.0,1252,CO,351,N16884,69.0,72.0,56.0,-5.0,-2.0,BOS,EWR,200,5,8,0,0
2000,5,19,5,1335.0,1330,1440.0,1441,UA,1164,N7284U,65.0,71.0,52.0,-1.0,5.0,ABQ,DEN,349,5,8,0,0
2000,6,28,3,1825.0,1830,1851.0,1903,NW,1891,N8908E,86.0,93.0,68.0,-12.0,-5.0,AZO,MSP,426,7,11,0,0
2000,3,22,3,1457.0,1438,1636.0,1626,HP,2790,N643AW,159.0,168.0,147.0,10.0,19.0,PHX,PDX,1009,3,9,0,0
2000,10,28,6,1825.0,1825,1925.0,1925,WN,1733,N329,60.0,60.0,50.0,0.0,0.0,GEG,PDX,279,5,5,0,0
2000,1,15,6,1900.0,1855,1907.0,1916,NW,423,N676MC,67.0,81.0,43.0,-9.0,5.0,DTW,MKE,238,6,18,0,0
2000,11,26,7,825.0,825,1005.0,1015,WN,2063,N361,160.0,170.0,150.0,-10.0,0.0,MCI,PHX,1044,5,5,0,0
2000,9,19,2,827.0,832,923.0,930,AA,1703,N511AA,116.0,118.0,97.0,-7.0,-5.0,RDU,ORD,647,8,11,0,0
2000,8,6,7,1806.0,1755,2018.0,1943,US,2070,N519AU,132.0,108.0,96.0,35.0,11.0,BOS,PIT,496,4,32,0,0
2000,3,27,1,1930.0,1930,2057.0,2100,DL,959,N957DL,87.0,90.0,66.0,-3.0,0.0,ATL,MLB,443,5,16,0,0
2000,3,29,3,2009.0,2005,2150.0,2139,DL,703,N106DA,281.0,274.0,247.0,11.0,4.0,ATL,LAS,1747,7,27,0,0
2000,8,14,1,709.0,710,941.0,945,CO,1791,N83873,152.0,155.0,131.0,-4.0,-1.0,MCO,EWR,938,6,15,0,0
2000,9,10,7,1730.0,1730,1814.0,1834,DL,2190,N937DL,44.0,64.0,27.0,-20.0,0.0,AGS,ATL,143,7,10,0,0
2000,4,10,1,1804.0,1810,1916.0,1920,NW,975,N948L,72.0,70.0,55.0,-4.0,-6.0,BTR,MEM,319,7,10,0,0
2000,6,2,5,1624.0,1625,1634.0,1628,DL,650,N378DL,70.0,63.0,43.0,6.0,-1.0,CVG,BNA,230,6,21,0,0
2000,5,13,6,1650.0,1650,1844.0,1850,WN,413,N528,114.0,120.0,102.0,-6.0,0.0,BNA,HOU,670,2,10,0,0
2000,7,20,4,1125.0,845,1405.0,1105,WN,403,N692,220.0,200.0,205.0,180.0,160.0,MHT,MCI,1236,4,11,0,0
2000,7,1,6,1149.0,1145,1301.0,1259,US,463,N419US,72.0,74.0,56.0,2.0,4.0,DCA,CLT,331,5,11,0,0
2000,12,9,6,1437.0,1440,1532.0,1549,NW,607,N9340,115.0,129.0,100.0,-17.0,-3.0,CLE,MSP,622,3,12,0,0
2000,10,12,4,834.0,840,1307.0,1318,AA,1530,N572AA,153.0,158.0,128.0,-11.0,-6.0,LAS,DFW,1055,16,9,0,0
2000,9,14,4,1513.0,1505,1633.0,1640,DL,1654,N378DL,80.0,95.0,60.0,-7.0,8.0,CVG,BUF,410,8,12,0,0
2000,7,19,3,1054.0,1059,1207.0,1214,UA,2409,N374UA,73.0,75.0,57.0,-7.0,-5.0,SFO,ONT,363,4,12,0,0
2000,5,24,3,614.0,615,821.0,817,AA,893,N2AHAA,127.0,122.0,107.0,4.0,-1.0,HSV,DFW,603,8,12,0,0
2000,10,31,2,1725.0,1715,2034.0,2033,CO,157,N14102,369.0,378.0,316.0,1.0,10.0,EWR,SFO,2565,8,45,0,0
2000,12,25,1,557.0,600,815.0,817,DL,517,N104DA,138.0,137.0,103.0,-2.0,-3.0,BDL,CVG,661,10,25,0,0
2000,6,27,2,707.0,710,947.0,959,DL,549,N2819W,100.0,109.0,81.0,-12.0,-3.0,ORD,ATL,606,6,13,0,0
2000,11,14,2,1903.0,1900,2129.0,2120,WN,1780,N646,206.0,200.0,192.0,9.0,3.0,STL,SLC,1156,3,11,0,0
2000,7,21,5,904.0,845,1034.0,1005,WN,187,N328,90.0,80.0,70.0,29.0,19.0,SMF,LAX,373,10,10,0,0
2000,6,2,5,1250.0,1245,1403.0,1410,WN,957,N92,133.0,145.0,120.0,-7.0,5.0,TPA,STL,869,3,10,0,0
2000,11,12,7,1913.0,1733,2029.0,1828,CO,1457,N11641,136.0,115.0,123.0,121.0,100.0,IAH,ELP,667,2,11,0,0
2000,7,7,5,808.0,808,925.0,929,UA,637,N7454U,77.0,81.0,61.0,-4.0,0.0,ORD,OMA,416,5,11,0,0
2000,11,7,2,1440.0,1435,1612.0,1530,WN,163,N355,92.0,55.0,73.0,42.0,5.0,DAL,SAT,248,4,15,0,0
2000,10,29,7,1237.0,1236,1816.0,1805,UA,1146,N353UA,219.0,209.0,193.0,11.0,1.0,DEN,PHL,1557,15,11,0,0
2000,1,24,1,1853.0,1855,2003.0,2003,AA,1658,N870AA,70.0,68.0,45.0,0.0,-2.0,DFW,TUL,237,2,23,0,0
2000,2,7,1,1145.0,1144,1400.0,1357,UA,365,N594UA,255.0,253.0,219.0,3.0,1.0,ORD,SNA,1726,4,32,0,0
2000,3,15,3,1008.0,1012,1238.0,1314,AA,497,N480AA,210.0,242.0,189.0,-36.0,-4.0,EWR,DFW,1372,8,13,0,0
2000,10,29,7,1605.0,1605,1757.0,1750,WN,227,N327,112.0,105.0,100.0,7.0,0.0,JAX,BWI,663,3,9,0,0
2000,3,27,1,1317.0,1325,1532.0,1549,US,993,N528AU,135.0,144.0,119.0,-17.0,-8.0,PHL,ATL,665,3,13,0,0
2000,12,19,2,843.0,840,1006.0,1006,DL,924,N978DL,83.0,86.0,65.0,0.0,3.0,TPA,ATL,406,6,12,0,0
2000,3,21,2,1253.0,1235,1434.0,1420,NW,1573,N783NC,101.0,105.0,80.0,14.0,18.0,CLT,DTW,500,12,9,0,0
2000,1,15,6,716.0,700,816.0,756,AA,725,N2BNAA,120.0,116.0,96.0,20.0,16.0,ATL,ORD,606,6,18,0,0
2000,1,13,4,807.0,806,1053.0,1053,US,1787,N622AU,166.0,167.0,134.0,0.0,1.0,PHL,FLL,992,4,28,0,0
2000,9,14,4,937.0,940,1129.0,1150,DL,753,N935DL,112.0,130.0,90.0,-21.0,-3.0,PHL,ATL,665,6,16,0,0
