Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,Diverted
2003,12,11,4,848.0,852,1220.0,1220,AA,1653,N4YAAA,272.0,268.0,228.0,0.0,-4.0,BOS,DFW,1562,16,28,0,0
2003,4,17,4,2351.0,2355,628.0,653,US,606,N619AU,217.0,238.0,198.0,-25.0,-4.0,LAS,CLT,1916,4,15,0,0
2003,9,10,3,2045.0,2045,2200.0,2152,DL,743,N612DL,135.0,127.0,102.0,8.0,0.0,ATL,DFW,732,6,27,0,0
2003,2,8,6,555.0,600,1027.0,1040,AS,98,N950AS,212.0,220.0,184.0,-13.0,-5.0,ANC,SEA,1449,7,21,0,0
2003,3,28,5,1801.0,1800,1935.0,1933,DL,1959,N905DE,94.0,93.0,67.0,2.0,1.0,CVG,ATL,373,10,17,0,0
2003,10,13,1,1800.0,1755,1922.0,1926,CO,594,N75853,202.0,211.0,173.0,-4.0,5.0,IAH,LAX,1379,16,13,0,0
2003,3,7,5,655.0,700,800.0,810,EV,4297,N534AS,65.0,70.0,55.0,-10.0,-5.0,TRI,ATL,227,5,5,0,0
2003,3,2,7,1525.0,1430,1605.0,1529,HP,767,N805AW,100.0,119.0,90.0,36.0,55.0,PHX,SMF,647,3,7,0,0
2003,8,29,5,807.0,810,1143.0,1145,UA,750,N953UA,156.0,155.0,137.0,-2.0,-3.0,SEA,DEN,1024,4,15,0,0
2003,1,23,4,1303.0,1304,1348.0,1359,MQ,4199,N811MQ,45.0,55.0,32.0,-11.0,-1.0,ORD,CID,196,4,9,0,0
2003,10,6,1,905.0,905,1250.0,1300,WN,2677,N728,165.0,175.0,156.0,-10.0,0.0,HOU,BWI,1246,4,5,0,0
2003,5,1,4,831.0,840,924.0,944,AA,637,N3DKAA,113.0,124.0,94.0,-20.0,-9.0,BWI,ORD,622,5,14,0,0
2003,9,30,2,655.0,655,735.0,740,WN,8,N104,40.0,45.0,35.0,-5.0,0.0,CRP,HOU,187,2,3,0,0
2003,1,29,3,2240.0,2140,32.0,2334,DL,1102,N627DL,112.0,114.0,84.0,58.0,60.0,ATL,PHL,665,12,16,0,0
2003,4,18,5,1333.0,1334,1639.0,1642,AA,2053,N490AA,246.0,248.0,222.0,-3.0,-1.0,BOS,DFW,1562,10,14,0,0
2003,7,3,4,953.0,940,1147.0,1145,WN,808,N313,54.0,65.0,45.0,2.0,13.0,MDW,SDF,271,5,4,0,0
2003,11,17,1,1810.0,1815,2106.0,2115,UA,99,N829UA,356.0,360.0,318.0,-9.0,-5.0,PHL,LAX,2401,6,32,0,0
2003,6,4,3,1710.0,1612,2121.0,2034,AA,2840,N5WDTW,191.0,202.0,173.0,47.0,58.0,DFW,LGA,1389,4,14,0,0
2003,11,25,2,1055.0,1055,1125.0,1135,WN,142,N360,90.0,100.0,75.0,-10.0,0.0,TUS,LAX,451,5,10,0,0
2003,6,14,6,2115.0,2058,2301.0,2250,AS,273,N625AS,106.0,112.0,87.0,11.0,17.0,SFO,SEA,679,5,14,0,0
2003,6,18,3,1722.0,1730,1758.0,1808,MQ,3350,N809MQ,36.0,38.0,24.0,-10.0,-8.0,SBA,LAX,89,6,6,0,0
2003,6,14,6,1836.0,1810,2115.0,2048,UA,287,N455UA,339.0,338.0,321.0,27.0,26.0,BWI,SFO,2457,6,12,0,0
2003,9,10,3,1036.0,1040,1207.0,1144,MQ,3652,N381MQ,91.0,64.0,68.0,23.0,-4.0,LBB,DFW,282,9,14,0,0
2003,8,11,1,618.0,623,719.0,743,MQ,4155,N642MQ,121.0,140.0,107.0,-24.0,-5.0,ALB,ORD,723,6,8,0,0
2003,8,4,1,1828.0,1825,2113.0,2105,AS,560,N709AS,165.0,160.0,156.0,8.0,3.0,SEA,SAN,1050,3,6,0,0
2003,5,25,7,1201.0,1155,1440.0,1435,AS,514,N775AS,159.0,160.0,145.0,5.0,6.0,SEA,SAN,1050,4,10,0,0
2003,10,12,7,2019.0,2025,2206.0,2225,US,1207,N375US,167.0,180.0,150.0,-19.0,-6.0,PIT,DFW,1068,5,12,0,0
2003,1,11,6,657.0,700,917.0,915,HP,202,N332AW,80.0,75.0,48.0,2.0,-3.0,LAS,PHX,256,3,29,0,0
2003,1,8,3,1211.0,1211,1706.0,1708,AA,401,N614AA,235.0,237.0,200.0,-2.0,0.0,BOS,SJU,1674,5,30,0,0
2003,8,26,2,928.0,935,1200.0,1210,AA,1049,N5BUAA,152.0,155.0,134.0,-10.0,-7.0,FLL,SJU,1046,4,14,0,0
2003,8,27,3,950.0,950,1240.0,1240,WN,1376,N630,110.0,110.0,90.0,0.0,0.0,MDW,RDU,632,2,18,0,0
2003,1,21,2,2003.0,2005,2045.0,2053,US,1256,N432US,42.0,48.0,25.0,-8.0,-2.0,CLT,RDU,130,2,15,0,0
2003,11,18,2,955.0,946,1113.0,1057,AA,1215,N420AA,78.0,71.0,58.0,16.0,9.0,TUL,DFW,237,6,14,0,0
2003,3,11,2,721.0,735,824.0,858,MQ,3486,N389MQ,63.0,83.0,47.0,-34.0,-14.0,SHV,DFW,190,9,7,0,0
2003,8,26,2,1852.0,1850,2053.0,2055,DL,766,N37700,121.0,125.0,99.0,-2.0,2.0,CVG,TPA,773,6,16,0,0
2003,11,22,6,810.0,810,1052.0,1045,WN,1735,N323,102.0,95.0,88.0,7.0,0.0,MSY,MCO,550,4,10,0,0
2003,8,28,4,1525.0,1530,1810.0,1711,HP,195,N662AW,285.0,221.0,212.0,59.0,-5.0,ORD,LAS,1515,8,65,0,0
2003,5,28,3,1632.0,1630,1819.0,1814,CO,225,N16617,107.0,104.0,64.0,5.0,2.0,EWR,CLE,404,8,35,0,0
2003,5,2,5,936.0,930,1033.0,1026,MQ,3216,N261MQ,57.0,56.0,37.0,7.0,6.0,LAX,SAN,109,4,16,0,0
2003,11,20,4,702.0,700,824.0,820,XE,2884,N14930,82.0,80.0,61.0,4.0,2.0,PIT,EWR,319,6,15,0,0
2003,9,24,3,1800.0,1805,1920.0,1920,XE,2145,N27506,80.0,75.0,54.0,0.0,-5.0,IAD,CLE,288,9,17,0,0
2003,12,20,6,1100.0,1100,1424.0,1430,WN,238,N639,144.0,150.0,135.0,-6.0,0.0,SAT,MCO,1040,4,5,0,0
2003,10,19,7,1903.0,1911,2151.0,2201,AA,1731,N2AYAA,168.0,170.0,138.0,-10.0,-8.0,ORD,SAT,1041,3,27,0,0
2003,1,11,6,819.0,825,936.0,950,MQ,3394,N828MQ,77.0,85.0,52.0,-14.0,-6.0,SJC,LAX,308,3,22,0,0
2003,3,14,5,1821.0,1805,2019.0,2041,AA,1773,N579AA,178.0,216.0,151.0,-22.0,16.0,ORF,DFW,1213,20,7,0,0
2003,5,14,3,1117.0,1110,1443.0,1439,US,477,N716UW,146.0,149.0,128.0,4.0,7.0,MSP,PHL,980,4,14,0,0
2003,7,3,4,1110.0,1116,1701.0,1715,UA,1206,N426UA,231.0,239.0,216.0,-14.0,-6.0,OAK,ORD,1835,5,10,0,0
2003,2,9,7,1255.0,1305,1311.0,1320,EV,4200,N861AS,76.0,75.0,55.0,-9.0,-10.0,ATL,EVV,350,7,14,0,0
2003,2,26,3,1819.0,1610,1924.0,1720,MQ,3926,N643MQ,65.0,70.0,42.0,124.0,129.0,HOU,DFW,247,13,10,0,0
2003,2,23,7,1102.0,1105,1225.0,1235,XE,2546,N14953,83.0,90.0,65.0,-10.0,-3.0,LBB,IAH,458,7,11,0,0
2003,3,10,1,1540.0,1540,1632.0,1635,WN,362,N510,52.0,55.0,42.0,-3.0,0.0,BUR,LAS,223,3,7,0,0
2003,7,23,3,1146.0,1150,1310.0,1326,UA,1227,N409UA,204.0,216.0,186.0,-16.0,-4.0,IAD,DEN,1452,7,11,0,0
2003,5,29,4,1749.0,1750,1956.0,2006,UA,1470,N325UA,67.0,76.0,50.0,-10.0,-1.0,ORD,CLE,316,7,10,0,0
2003,1,3,5,1716.0,1715,1721.0,1723,HP,334,N904AW,65.0,68.0,45.0,-2.0,1.0,PHX,LAS,256,3,17,0,0
2003,8,8,5,1615.0,1620,1803.0,1808,NW,1573,N9337,108.0,108.0,76.0,-5.0,-5.0,CLT,DTW,500,17,15,0,0
2003,8,8,5,659.0,700,1016.0,1011,DL,1610,N383DN,137.0,131.0,115.0,5.0,-1.0,DFW,CVG,812,7,15,0,0
2003,1,9,4,756.0,800,854.0,902,HP,130,N168AW,58.0,62.0,44.0,-8.0,-4.0,SNA,LAS,226,7,7,0,0
2003,10,15,3,1854.0,1842,2247.0,2224,NW,846,N555NW,173.0,162.0,138.0,23.0,12.0,MSP,BOS,1124,7,28,0,0
2003,7,24,4,812.0,810,1035.0,1040,DL,350,N117DL,143.0,150.0,119.0,-5.0,2.0,ATL,BOS,946,8,16,0,0
2003,6,30,1,611.0,615,722.0,735,FL,89,N965AT,71.0,80.0,56.0,-13.0,-4.0,RDU,ATL,356,5,10,0,0
2003,7,7,1,1825.0,1715,1930.0,1825,WN,1036,N687,65.0,70.0,55.0,65.0,70.0,ISP,BWI,220,5,5,0,0
2003,12,1,1,807.0,750,1116.0,1025,WN,415,N406,309.0,275.0,297.0,51.0,17.0,MDW,OAK,1844,3,9,0,0
2003,9,1,1,1540.0,1540,1845.0,1845,OO,3806,N597SW,125.0,125.0,297.0,0.0,0.0,DFW,SDF,733,6,20,0,0
2003,4,27,7,1310.0,1315,1751.0,1802,NW,610,N322US,161.0,167.0,151.0,-11.0,-5.0,GEG,MSP,1175,3,7,0,0
2003,11,25,2,1742.0,1745,1918.0,1918,OO,3774,N446SW,93.0,93.0,166.0,0.0,0.0,DFW,MCI,460,4,25,0,0
2003,11,12,3,802.0,812,928.0,942,EV,4642,N889AS,86.0,90.0,67.0,-14.0,-10.0,ATL,CHO,457,3,16,0,0
2003,6,8,7,725.0,725,1533.0,1545,NW,840,N545US,308.0,320.0,283.0,-12.0,0.0,ANC,MSP,2518,7,18,0,0
2003,2,12,3,1916.0,1920,2058.0,2108,DL,1686,N313DL,102.0,108.0,77.0,-10.0,-4.0,CVG,PHL,507,6,19,0,0
2003,4,25,5,1233.0,1235,1356.0,1355,DL,1291,N934DL,83.0,80.0,61.0,1.0,-2.0,CVG,DCA,411,9,13,0,0
2003,4,8,2,915.0,901,1116.0,1107,MQ,4058,N626MQ,121.0,126.0,100.0,9.0,14.0,ORD,OKC,693,5,16,0,0
2003,9,4,4,1329.0,1335,1459.0,1500,UA,1183,N378UA,90.0,85.0,65.0,-1.0,-6.0,LAS,SFO,414,6,19,0,0
2003,11,6,4,1758.0,1800,2038.0,2004,NW,1029,N338NB,220.0,184.0,204.0,34.0,-2.0,BDL,MSP,1050,6,10,0,0
2003,6,23,1,1939.0,1936,2248.0,2241,AA,2936,N4YRTW,129.0,125.0,98.0,7.0,3.0,STL,ORF,784,10,21,0,0
2003,7,13,7,1742.0,1745,1943.0,1946,CO,1455,N77303,181.0,181.0,163.0,-3.0,-3.0,PIT,IAH,1117,6,12,0,0
2003,3,3,1,1906.0,1915,2030.0,2019,UA,571,N387UA,144.0,124.0,111.0,11.0,-9.0,MSP,DEN,680,7,26,0,0
2003,9,20,6,1723.0,1620,1832.0,1745,NW,1876,N8934E,69.0,85.0,56.0,47.0,63.0,BIS,MSP,386,4,9,0,0
2003,1,5,7,1804.0,1804,2113.0,2109,AA,1341,N5FJAA,309.0,305.0,281.0,4.0,0.0,SJU,ORD,2072,6,22,0,0
2003,12,20,6,2250.0,2107,800.0,510,TZ,618,N561TZ,370.0,303.0,286.0,170.0,103.0,SFO,EWR,2565,64,20,0,0
2003,3,10,1,710.0,710,1026.0,1030,WN,2777,N408,136.0,140.0,116.0,-4.0,0.0,PHX,HOU,1020,6,14,0,0
2003,12,24,3,951.0,930,1655.0,1641,DL,2074,N680DA,244.0,251.0,224.0,14.0,21.0,LAX,ATL,1946,5,15,0,0
2003,2,27,4,1214.0,1132,1354.0,1329,AA,2074,N236AA,160.0,177.0,142.0,25.0,42.0,MCO,ORD,1005,11,7,0,0
2003,6,20,5,1328.0,1330,1941.0,1943,CO,385,N76265,253.0,253.0,230.0,-2.0,-2.0,SEA,IAH,1874,5,18,0,0
2003,5,4,7,828.0,838,937.0,956,AA,2701,N2ABAA,129.0,138.0,112.0,-19.0,-10.0,SDF,DFW,733,8,9,0,0
2003,8,6,3,2005.0,2010,2122.0,2137,UA,587,N852UA,77.0,87.0,62.0,-15.0,-5.0,SFO,SNA,372,4,11,0,0
2003,2,4,2,558.0,600,704.0,710,DL,2179,N3734B,66.0,70.0,51.0,-6.0,-2.0,BOS,LGA,185,3,12,0,0
2003,4,28,1,1026.0,1030,1249.0,1300,OO,3759,N595SW,79.0,90.0,173.0,-11.0,0.0,GEG,SLC,546,3,6,0,0
2003,1,8,3,958.0,1000,1539.0,1602,UA,160,N585UA,221.0,242.0,203.0,-23.0,-2.0,SFO,ORD,1846,6,12,0,0
2003,1,2,4,1930.0,1900,2147.0,2105,WN,322,N304,137.0,125.0,110.0,42.0,30.0,SEA,OAK,671,17,10,0,0
2003,11,4,2,1550.0,1555,1851.0,1850,FL,102,N990AT,121.0,115.0,97.0,1.0,-5.0,DFW,ATL,732,6,18,0,0
2003,4,2,3,922.0,930,1156.0,1203,US,155,N631AU,274.0,273.0,241.0,-7.0,-8.0,PIT,PHX,1813,10,23,0,0
2003,8,1,5,1543.0,1545,1914.0,1912,CO,1506,N14840,151.0,147.0,111.0,2.0,-2.0,IAH,TPA,787,18,22,0,0
2003,8,27,3,1501.0,1500,1622.0,1619,NW,138,N779NC,81.0,79.0,54.0,3.0,1.0,MSP,ORD,334,7,20,0,0
2003,3,16,7,1203.0,1200,1506.0,1524,CO,1235,N18220,303.0,324.0,281.0,-18.0,3.0,EWR,PHX,2133,7,15,0,0
2003,7,11,5,707.0,710,1442.0,1448,DL,1965,N197DN,275.0,278.0,246.0,-6.0,-3.0,SEA,ATL,2182,5,24,0,0
2003,11,22,6,1555.0,1555,1639.0,1645,FL,830,N949AT,104.0,110.0,85.0,-6.0,0.0,ATL,MDW,590,5,14,0,0
2003,6,14,6,2150.0,2135,2315.0,2257,DH,7252,N626BR,85.0,82.0,54.0,18.0,15.0,IAD,PVD,372,3,28,0,0
2003,8,26,2,1820.0,1825,2107.0,2107,DL,2218,N305WA,107.0,102.0,79.0,0.0,-5.0,SFO,SLC,599,3,25,0,0
2003,9,16,2,655.0,700,831.0,844,XE,2241,N29906,96.0,104.0,78.0,-13.0,-5.0,CLT,EWR,529,7,11,0,0
2003,7,20,7,1945.0,1945,2048.0,2101,NW,885,N784NC,123.0,136.0,104.0,-13.0,0.0,BWI,MEM,787,5,14,0,0
2003,1,13,1,2155.0,2200,2313.0,2320,DL,707,N996DL,198.0,200.0,169.0,-7.0,-5.0,ATL,DEN,1199,6,23,0,0
2003,1,5,7,1755.0,1800,2056.0,2054,DL,1440,N912DN,121.0,114.0,98.0,2.0,-5.0,SAN,SLC,626,7,16,0,0
2003,10,19,7,1221.0,1223,1228.0,1229,NW,1577,N8957E,67.0,66.0,43.0,-1.0,-2.0,DTW,IND,231,14,10,0,0
2003,1,3,5,1915.0,1805,2200.0,2040,WN,1705,N771,165.0,155.0,149.0,80.0,70.0,MCO,ALB,1073,4,12,0,0
2003,11,9,7,2040.0,2040,2228.0,2240,WN,360,N382,108.0,120.0,96.0,-12.0,0.0,BNA,HOU,670,2,10,0,0
2003,6,21,6,1338.0,1330,1438.0,1440,WN,2169,N332,60.0,70.0,47.0,-2.0,8.0,ONT,PHX,325,7,6,0,0
2003,11,2,7,1508.0,1509,1624.0,1626,AA,1942,N514AA,76.0,77.0,53.0,-2.0,-1.0,LAX,SFO,337,7,16,0,0
2003,7,8,2,1846.0,1840,2109.0,2029,NW,631,N345NB,203.0,169.0,144.0,40.0,6.0,LGA,MEM,963,5,54,0,0
2003,10,22,3,2047.0,2054,2139.0,2159,CO,297,N17245,172.0,185.0,148.0,-20.0,-7.0,IAH,LAS,1222,7,17,0,0
2003,1,9,4,1155.0,1200,1708.0,1740,NW,120,N312NB,193.0,220.0,174.0,-32.0,-5.0,SNA,MSP,1522,7,12,0,0
2003,10,12,7,1141.0,1149,1241.0,1257,MQ,3332,N901MQ,60.0,68.0,46.0,-16.0,-8.0,TXK,DFW,181,5,9,0,0
2003,10,26,7,1007.0,1000,1102.0,1103,US,2122,N724UW,55.0,63.0,39.0,-1.0,7.0,LGA,BOS,185,4,12,0,0
2003,3,7,5,647.0,645,900.0,901,HP,44,N642AW,73.0,76.0,58.0,-1.0,2.0,LAX,PHX,370,6,9,0,0
2003,7,16,3,2106.0,2052,2207.0,2156,NW,1975,N962N,61.0,64.0,50.0,11.0,14.0,MSP,GFK,284,2,9,0,0
2003,2,13,4,1811.0,1812,2019.0,2002,EV,4714,N870AS,188.0,170.0,163.0,17.0,-1.0,SAV,DFW,925,18,7,0,0
2003,11,8,6,1918.0,1922,2101.0,2116,NW,429,N596NW,283.0,294.0,260.0,-15.0,-4.0,DTW,SEA,1927,6,17,0,0
2003,6,23,1,1916.0,1903,2102.0,2048,NW,815,N312NB,286.0,285.0,258.0,14.0,13.0,DTW,PDX,1953,5,23,0,0
2003,12,6,6,849.0,813,1016.0,928,MQ,3194,N818MQ,87.0,75.0,53.0,48.0,36.0,SJC,LAX,308,10,24,0,0
2003,7,7,1,1941.0,1910,2102.0,2029,DH,7359,N681BR,81.0,79.0,65.0,33.0,31.0,CAE,IAD,401,7,9,0,0
2003,7,18,5,1901.0,1835,2256.0,2140,TZ,206,N302TZ,175.0,125.0,102.0,76.0,26.0,MDW,LGA,725,37,36,0,0
2003,11,12,3,1401.0,1240,1623.0,1508,OO,6996,N961SW,82.0,88.0,166.0,75.0,81.0,DEN,OKC,495,4,11,0,0
2003,11,17,1,2205.0,2059,23.0,2245,HP,727,N631AW,258.0,226.0,191.0,98.0,66.0,ORD,LAS,1515,6,61,0,0
2003,1,7,2,855.0,855,1128.0,1135,WN,2877,N359,93.0,100.0,79.0,-7.0,0.0,BNA,MCO,616,3,11,0,0
2003,3,2,7,2225.0,2225,2255.0,2253,OO,3811,N406SW,90.0,88.0,169.0,2.0,0.0,SLC,RNO,422,5,15,0,0
2003,3,28,5,908.0,920,1205.0,1218,AA,808,N207AA,177.0,178.0,160.0,-13.0,-12.0,PBI,BOS,1197,8,9,0,0
2003,6,2,1,757.0,800,1052.0,1105,AA,33,N336AA,355.0,365.0,324.0,-13.0,-3.0,JFK,LAX,2475,14,17,0,0
2003,10,10,5,1730.0,1730,1905.0,1901,DL,898,N832MH,95.0,91.0,64.0,4.0,0.0,TPA,ATL,406,11,20,0,0
2003,6,15,7,1435.0,1435,1535.0,1540,WN,158,N323,60.0,65.0,51.0,-5.0,0.0,LBB,AUS,341,2,7,0,0
2003,8,22,5,2146.0,2127,2354.0,2352,AS,455,N625AS,128.0,145.0,112.0,2.0,19.0,ONT,SEA,956,5,11,0,0
2003,9,6,6,800.0,800,915.0,915,WN,458,N743,75.0,75.0,55.0,0.0,0.0,OAK,LAX,337,5,15,0,0
2003,12,5,5,2141.0,2140,8.0,15,NW,938,N955N,87.0,95.0,76.0,-7.0,1.0,MEM,JAX,576,4,7,0,0
2003,2,11,2,1510.0,1510,1750.0,1805,WN,2865,N787,340.0,355.0,330.0,-15.0,0.0,ALB,LAS,2237,3,7,0,0
2003,12,6,6,1722.0,1720,1837.0,1841,UA,511,N475UA,135.0,141.0,119.0,-4.0,2.0,DEN,SNA,846,4,12,0,0
2003,6,11,3,1025.0,1025,1603.0,1606,AA,748,N572AA,218.0,221.0,188.0,-3.0,0.0,LAS,ORD,1515,12,18,0,0
2003,12,7,7,1125.0,1125,1205.0,1210,WN,26,N102,40.0,45.0,33.0,-5.0,0.0,CRP,HOU,187,2,5,0,0
2003,7,26,6,1203.0,1205,1354.0,1419,DH,7743,N629BR,111.0,134.0,92.0,-25.0,-2.0,ORD,OKC,693,4,15,0,0
2003,5,25,7,1327.0,1330,1502.0,1505,DL,2249,N928DL,95.0,95.0,69.0,-3.0,-3.0,CMH,ATL,446,6,20,0,0
2003,12,11,4,1709.0,1717,1956.0,2013,NW,845,N544US,347.0,356.0,312.0,-17.0,-8.0,MSP,ANC,2518,6,29,0,0
2003,11,13,4,1935.0,1935,2038.0,2040,WN,2182,N92,63.0,65.0,50.0,-2.0,0.0,DAL,MAF,319,3,10,0,0
2003,7,4,5,1547.0,1547,1842.0,1827,CO,246,N23707,175.0,160.0,107.0,15.0,0.0,IAH,ORD,925,19,49,0,0
2003,3,25,2,938.0,945,1114.0,1110,XE,2449,N14542,96.0,85.0,81.0,4.0,-7.0,LIT,IAH,374,5,10,0,0
2003,6,19,4,1655.0,1650,1838.0,1835,UA,797,N806UA,223.0,225.0,195.0,3.0,5.0,ORD,LAS,1515,5,23,0,0
2003,12,13,6,1511.0,1515,1613.0,1625,B6,54,N523JB,62.0,70.0,45.0,-12.0,-4.0,JFK,BTV,267,6,11,0,0
2003,11,2,7,1743.0,1655,2015.0,1913,UA,1459,N559UA,272.0,258.0,248.0,62.0,48.0,ORD,PDX,1739,4,20,0,0
2003,8,4,1,930.0,930,1113.0,1120,WN,769,N412,103.0,110.0,94.0,-7.0,0.0,MCO,ORF,655,4,5,0,0
2003,4,12,6,2050.0,2100,2232.0,2241,FL,988,N973AT,102.0,101.0,76.0,-9.0,-10.0,ATL,PIT,526,7,19,0,0
2003,7,18,5,1451.0,1446,2011.0,1932,CO,1018,N27724,200.0,166.0,179.0,39.0,5.0,PHX,IAH,1009,4,17,0,0
2003,11,27,4,750.0,800,1130.0,1145,AA,811,N3CKAA,160.0,165.0,144.0,-15.0,-10.0,TPA,SJU,1237,4,12,0,0
2003,10,26,7,750.0,750,1215.0,1210,WN,1853,N437,205.0,200.0,192.0,5.0,0.0,PHX,MDW,1444,5,8,0,0
2003,3,4,2,944.0,950,1118.0,1102,CO,1753,N17344,154.0,132.0,105.0,16.0,-6.0,IAH,ABQ,744,5,44,0,0
2003,12,30,2,1036.0,1030,1132.0,1128,XE,2303,N14916,56.0,58.0,34.0,4.0,6.0,BWI,EWR,169,11,11,0,0
2003,2,1,6,851.0,900,1122.0,1115,TZ,424,N318TZ,151.0,135.0,134.0,7.0,-9.0,PIE,IND,840,8,9,0,0
2003,1,30,4,721.0,725,1056.0,1045,NW,1700,N362NW,155.0,140.0,117.0,11.0,-4.0,MSP,DCA,931,4,34,0,0
2003,2,13,4,1434.0,1411,1527.0,1505,OO,6591,N566SW,53.0,54.0,40.0,22.0,23.0,FAT,SFO,158,7,6,0,0
2003,1,3,5,1056.0,1050,1252.0,1230,DL,892,N3756,116.0,100.0,90.0,22.0,6.0,CVG,BDL,661,9,17,0,0
2003,12,11,4,1301.0,1302,1914.0,1917,HP,881,N903AW,253.0,255.0,219.0,-3.0,-1.0,PHX,FLL,1972,5,29,0,0
2003,12,29,1,2054.0,2100,2317.0,2326,DL,643,N3765,143.0,146.0,114.0,-9.0,-6.0,LGA,ATL,761,9,20,0,0
2003,1,5,7,1206.0,1201,1255.0,1257,AA,1067,N253AA,109.0,116.0,90.0,-2.0,5.0,DFW,COS,592,6,13,0,0
2003,9,18,4,549.0,600,742.0,750,MQ,4592,N839MQ,113.0,110.0,94.0,-8.0,-11.0,CMH,BOS,640,9,10,0,0
2003,4,16,3,1315.0,1320,1626.0,1638,XE,2280,N13968,131.0,138.0,108.0,-12.0,-5.0,IAH,CVG,871,5,18,0,0
2003,11,7,5,2025.0,2025,2246.0,2255,OO,6634,N563SW,81.0,90.0,166.0,-9.0,0.0,LAX,SGU,348,3,11,0,0
2003,2,3,1,1905.0,1905,2110.0,2110,WN,2133,N515,65.0,65.0,47.0,0.0,0.0,LAS,PHX,256,5,13,0,0
2003,5,28,3,2205.0,2205,2300.0,2300,WN,2442,N739,55.0,55.0,48.0,0.0,0.0,HOU,MSY,303,2,5,0,0
2003,6,4,3,1127.0,1126,1305.0,1324,NW,305,N581NW,218.0,238.0,196.0,-19.0,1.0,MSP,LAX,1536,9,13,0,0
2003,8,27,3,1753.0,1755,2041.0,2049,UA,1538,N904UA,108.0,114.0,86.0,-8.0,-2.0,ORD,CLT,599,5,17,0,0
2003,9,18,4,705.0,705,743.0,755,WN,2036,N728,98.0,110.0,84.0,-12.0,0.0,SLC,LAX,590,6,8,0,0
